Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator,,,,,,,,,,,
28/11/2019 11:38,27/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",8.18,28/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",9.29,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",7.32,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",7.24,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",6.34,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",9.29,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",7.62,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",6.54,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",9.31,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",9.54,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",9.37,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",7.71,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",7.62,27/11/2019 11:50,,,,,,,,,,,,
27/11/2019 11:38,26/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",8.6,27/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",8.69,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",6.99,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",6.93,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",6.11,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",8.67,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",7.56,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",6.29,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",8.71,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",9.14,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",8.95,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",7.37,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",7.56,26/11/2019 11:50,,,,,,,,,,,,
26/11/2019 11:38,25/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",8.21,26/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",7.97,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",6.44,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",6.41,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",5.85,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",7.94,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",6.76,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",6.42,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",8,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",8.52,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",8.27,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",6.66,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",6.76,25/11/2019 11:50,,,,,,,,,,,,
25/11/2019 11:38,24/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",7.49,25/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",7.35,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.65,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",5.6,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",5.32,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",7.32,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",6.71,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",5.71,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",7.39,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",8.33,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",7.63,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",6.07,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",6.71,24/11/2019 11:50,,,,,,,,,,,,
24/11/2019 11:38,23/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.65,24/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.92,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.42,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.36,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.47,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.85,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.43,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.33,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.97,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",7.45,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.51,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.82,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.43,23/11/2019 11:50,,,,,,,,,,,,
23/11/2019 11:38,22/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.79,23/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",4.39,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.08,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.01,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.44,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",4.28,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.96,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.46,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",4.47,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.71,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.3,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.74,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",3.96,22/11/2019 11:50,,,,,,,,,,,,
22/11/2019 11:38,21/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",4.89,22/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",4.35,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.2,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.16,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.82,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",4.25,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.59,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",2.78,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",4.43,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.27,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.75,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.77,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",3.59,21/11/2019 11:50,,,,,,,,,,,,
21/11/2019 11:38,20/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.5,21/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",4.72,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.83,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.86,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",1.99,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",4.64,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",3.27,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",1.67,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",4.79,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.98,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.44,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.9,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",3.27,20/11/2019 11:50,,,,,,,,,,,,
20/11/2019 11:38,19/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.49,20/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",5.63,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.6,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.6,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",2.99,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.55,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.22,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",1.75,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",5.68,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.94,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.04,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.42,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.22,19/11/2019 11:50,,,,,,,,,,,,
19/11/2019 11:38,18/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.56,19/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.12,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.61,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",5.6,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.74,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.04,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.93,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.36,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.17,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.15,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.83,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.72,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.93,18/11/2019 11:50,,,,,,,,,,,,
18/11/2019 11:38,17/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.47,18/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.45,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",5.94,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",5.98,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",5.32,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.38,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",6.49,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.89,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.5,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.33,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.72,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",5.92,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",6.49,17/11/2019 11:50,,,,,,,,,,,,
17/11/2019 11:38,16/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",6.37,17/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.07,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.69,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.66,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.48,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.97,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.84,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.86,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.13,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.82,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",5.51,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.78,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.84,16/11/2019 11:50,,,,,,,,,,,,
16/11/2019 11:38,15/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.61,16/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.18,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",3.64,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",3.59,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.61,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6.1,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",4.87,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.05,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.24,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",5.86,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",4.93,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",3.89,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",4.87,15/11/2019 11:50,,,,,,,,,,,,
15/11/2019 11:38,14/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",4.73,15/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.1,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.36,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.38,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",3.38,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",6,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.17,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",3.63,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.16,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.72,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.2,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(WM), D+1",4.73,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(WN), D+1",5.17,14/11/2019 11:50,,,,,,,,,,,,
14/11/2019 11:38,13/11/2019,"Composite Weather Variable, Actual, LDZ(WS), D+1",5.92,14/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(EA), D+1",6.06,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(EM), D+1",4.83,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(NE), D+1",4.85,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(NO), D+1",4.13,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(NT), D+1",5.95,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(NW), D+1",5.43,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(SC), D+1",4.35,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(SE), D+1",6.13,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(SO), D+1",6.52,13/11/2019 11:50,,,,,,,,,,,,
13/11/2019 11:38,12/11/2019,"Composite Weather Variable, Actual, LDZ(SW), D+1",6.38,13/11/2019 11:50,,,,,,,,,,,,
